text,sentiment,aspect
"This hotel is no way near a 5star hotel. Yes there are many restaurants and rooms but the service is atrocious. No one replies emails prior to check in and getting a room once you arrive takes hours. If you eat at any of the restaurants then be prepared to wait for 2/3hours to get your food. Even worse, if you order room service then youâ€™d be lucky if your food arrives on the same day. Would never stay here again!",negative,"service ,food"
"Excellent service by Priyanjith , immaculate room every day thanks to his professionalism and his friendly nature ....all the best Priyanjith Will definitely recommend him for his awesome service, well done",positive,"room,service"
Fresh linen and towels every day More than once a day cleaning if required Fresh flowers in the room Friendly and helpful house keeping staff always willing to assist with a smile We had Gayan cleaning the room most days and I have only positive praise for him and cleaning standards as high as expected Chandana who was supervising was friendly and professional and was observed to support his staff team with respect He regularly sort feedback from us and checked that everything was to our satisfaction This was our 3rd stay at Cinnamon grand and looking forward to returning next week Thank you and keep up the good work,positive,"room ,staff "
"Roshan runs a well-equipped, clean gym with a super-supportive team. Presha helpful at the front desk. Brian Fonseka so knowledgeable, friendly and encouraging; always waiting in the wings to step in with the all important last 2 reps, Sangeeth reminding â€œâ€¦to keep movingâ€ and stay motivated especially on down days. Iâ€™ve seen results. Thank you all!",neutral,gym
"I had a very pleasant experience with the concierge staff in Mr Nilantha Athukorale recovering my lost hand luggage which i left at Coffee shop accidentally as i was on my way to Cinnamon Bey Beruwela. It was Mr Nilanthaâ€™s diligence that he found my hand luggage . He is honest , trustworthy, and a reliable employee which i have no hesitation to recommend his trustworthiness to his senior management . I wish him good luck and best wishes in 2023 Mr Richie De Silva Sydney Australia",positive,staff
The executive room was truly a remarkable experience. We had an amazing Relationship manager Dillon and our own butler Ali who was out of the world. The hospitality care and attention was excellent. I highly recommend the stay at this hotel and I also recommend the whole experience of the Executive room,positive,"room ,accommodation "
"Very comfortable rooms, clean and spacious. Excellent service in EVERY area of the hotel. The staff were super friendly, courteous and very helpful. Since there is a lot of activity in the foyer, its very interesting and relaxing to watch people as they pass by. My wife and I had a very enjoyable and pleasant stay.",positive,"Room,staff"
We came for our parents 25th wedding anniversary and the stay was magnificent. Upul is one of the house keeping staff as well as Priyantha and Mareena who did a fantastic job at cleaning our room everyday and even setting up a cute anniversary bed for my parents which I will show below. I would definitely recommend coming here.,positive,accommodation
"My son gave me a birthday treat at this Hotel's lunch buffet. We made our reservations before our visit by 2 days. Their seating arrangements for five people was very nice. The buffet started around 12.20 pm and their services were excellent the full house chatting among the visitors was not louder but more energetic than a bow year's eve celebrating mood. I liked the salad section where most were neglected it, our sons had touched every kind of meats and the intercontinental menus, sushi was not a favorite for many but for the sons' it was their first meal ðŸ¤£ The desert sections were in the queue to take the small beautifully arranged many varieties. It is a must place to visit yearly",neutral,accommodation
"Every year i book a stay in Colombo at the Grand Cinnamon before heading back to Europe. I stronhly advised to book the executive room which give you access to the executive lounge with breakfast, happy hour being offered etc. But what makes a real difference is the butler assigned to your room - I always have Salman Cader who makes my stay fantastic and always take cate of everything! Thank you Salman for your professionalism and kindness towards us .. keep up the great work!",positive,service
Excellent hotel stay in. Butler Sanjeewa has been so great and helpful. Manager Dharsh was So helpful and looked after us personally. Highly recommend for all families to stay in cinnamon grand Colombo . Make sure you request for butler Sanjeewa for an exceptional service he is 10x service. I wish him all the very best.,positive,"service ,accommodation "
"If you are visiting Colombo, Cinnamon Grand is a great place to stay. Service is outstanding. Several restaurants are available on the premises, ranging from the relaxing pool bar to the fine dining restaurant. All staff shall be credited for their service, special credit to Priyanjith and Amal for keeping my room spotless and for making me fell welcome â­ï¸",positive,service
Our stay at this hotel is really comfortable. Check in and out is convenient. Receptionists are polite and efficient. Hotel interior is beautiful. Room is quite clean and well equipped. Should mention Ms.Gayani and Mr.Chaminda who did the house keeping are really good and attentive. All the staff has quickly responded to our needs. We have dined at Lagoon restaurant where you can have a great experience of sea food. The staff there is immensely helping in choosing food items and and best way to have the dish. Very tasty food.We could enjoy the morning breeze of Galleface which is in the vicinity of the hotel and did most of our shopping as most of the leading malls are few minutes away from the hotel. Overall experience of the stay is very satisfying. Highly recommend it.,positive,"staff,accommodation "
My husband and I returned to Lagoon after 5 years. The quality of the service and food hasnâ€™t changed one bit. Chamal and Priyanka took special care to make sure we enjoyed our experience. Itâ€™s a must try restaurant in Colombo with great ambience.,positive,"food ,service "
Went to plates on 16th for my mother's birthday dinner.. can recommend the restaurant for any treat. Food were delicious & the boys also very hardworking.. special thanks for Asmal & Musrif for taking care of each & everything we asked for.. Thank you plates & to the staff for making my mom's birthday so special â¤ï¸â¤ï¸â¤ï¸,positive,food
"My stay at the Cinnamon Grand was very pleasant. The reception staff went above and beyond to assist me when I was encountering issues with my foreign card and made sure I was taken care of. The room was very comfortable and my room attendant, Priyanjith, was very attentive in arranging my room to my preference and stocking up the coffee bar. Every morning and evening I was greeted by staff in the lobby. I felt very welcomed and I really appreciated my experience!",positive,staff
"Great service Laksitha and Vinoth great work! Good food, friendly service. Hoppers were great! Millet porridge was awesome! Staff are obliging! Always smiling Shall visit again! Always delighted to be here!",positive,"service ,food "
Very helpful and always smiling. Definitely recommend visiting this hotel and seeing Lakshitha and sandamini in breakfast room. I am a wheelchair user and they always helps getting my food and coffee.,neutral,service
"The food is always delicious - so fresh, so tasty and so much variety. Weâ€™ve been coming here for years, our fave is the Thai red curry with fish and hot butter cuttle fish. The coconut crab curry and oysters mornay are amazing too. Customer service is hard to beat, everyone is polite, friendly and so attentive. We had the pleasure of being served by Damith.",positive,"Food,service"
Very co operative staffâ€¦kind and well spoken..treat us so good that almost thrilled from lakshita f & b guy serviceâ€¦room cinnamon grand is very nice and their cleaniness which attracts me the most.ðŸ˜ðŸ™ðŸ»,positive,accommodation
"It was pretty nice experience, there us variety in food.. he serve some amazing dishesh and really friendly person (lakshitha)ðŸ˜Šcome visit cinamon grand and the ambiance is really amzing, the staff crew was really great specially lakshita, keerthi.",positive,staff
"We stayed at Cinnamon Grand from 25 October to 07 November 2022 and again from 11 November to 15 November. The levels of service we experienced from the staff at all levels was excellent. The lobby and reception staff were ever so friendly and helpful with special thanks to Kasun, Yumna and Chamath. At the Plates restaurant the staff never failed to make us feel comfortable and welcome, especially Chef Piyal, Vishaka, Sandamini and Dhnanjalee. The quality and array of food was outstanding. The quality of food and service at the other restaurants such as The Lagoon, Noodles, Chutney and Coffee Stop were also excellent. Our room attendants Priyanjith and Namal also deserve special thanks for keeping our rooms spotless and comfortable. I am not able to mention the names of   all but let me say that the service from staff at all levels was flawless.
Thanks Cinnamon Grand, for making our holiday memorable.",positive,"staff ,service "
The stay was beautiful. Very respectable and hard working staff. Will definitely be back. I really enjoyed my stay. The restaurant staff was very helpful and I would like to thank lakshitha for the great service,positive,"staff,atmosphere,service"
"Arun served us at breeze bar great atmosphere, drinks and food were superb. They had live music by the pool with a decent crowd around but not too busy. It was easy to get priority service and everything was served with a smile!",,
We had a wonderful dinner at Cinnamon lagoon. We especially thank for chef Kasun Chamara for making us a most delicious dinner. We got fresh sea food. And all of them were nicely served. We highly recommend this restaurant.,positive,"food,service"
What a fantastic place to visit and experience traditional Sri Lankan food while having a brilliant village experience. A lovely place for children to get this experience too. Amazing staff who are there to assist you with anything you need. The food was delicious too! Thank you for such a wonderful experience Nuga Gama and Cinnamon Grand.,positive,"staff ,food"
It wasa lovely stay at cinnamon grand.the food was delicious and the staff was very kind and verry friendly. Spacious and comfartabale and we enloyed our stay there... Housekeeping pradeep and supervisor Hasitha doing fantastic job..thank you,positive,food
"Cinnamon Grand has the best variety of dining options, whether it's for business or for casual meeting with friends, this is the best location and comfortable place to be at, easily accessible, the staff is always hospitable and warm, ever ready to give the best of service! Hats off to the Food & Beverage team!",positive,"food,service "
Restaurant was excellentâ€¦ I love the food quality and the varieties.staff is friendly. Specialy mention Pradeep karunathilaka doing fantastic job.Rooms very comfortable and well clean.A great place to stay. Thanks.,positive,"food,service ,staff"
"Food was very good, loved the live station and the atmosphere at the restaurant. Special mention for Vibodha who was a pleasant hostess who was very helpful with my dietary requirements due to my allergens.",positive,"food ,atmosphere "
"Dinner in the plates restaurant was excellent. The waiter's Maxi, Musrif and Lakshah couldn't do enough to help and certainly added to a great enjoyable experience. Would Definitely recommend a visit.",positive,accommodation
"Delicious Food and Excellent staff !! Food had really authentic Sri Lankans taste and the staff was really helpful ! Special thank to Ashoka, Wasalage, Dinusha and Tarusha for their superb hospitality !",positive,"food ,service "
"We had really awesome food (kung pao was great) and excellent service by Chamat. Thank you! A special thanks for the delicious lime juice with ginger, even though it was not on the menu. We'll be back!",positive,Food
"This happened in June 2019, I will never visit Cinnamongrand ever again! There was a piece of stone in the risotto takeaway and it damaged my tooth severely and I was in excruciating pain. Please see the attached photos below to see the full review.",negative,
Excellent service by chamath and very cheerful food was fabulas taste and spicy danishka was very helpful we will come back soon to visit noodles potion are very nice and colourful thanks chmath again,positive,service
"I visited tea lounge today with friends The food and beverages were excellent as usual. The High Tea Menu and Price is also unbeatable. But the best was the service ambience and warmth in service by the staff I must make a special mention for the service offered at tea lounge at different times by Mangala, Chamila, Jayamah, Hilmi, Delushan, Kapila, Samith, Sadeepa & Chanuri. Keep it up Tea Lounge",positive,service
"Kingsley Wijesinghe is the star pastry Chef in Cinnamon Grand. I m addicted to what coffee lounge and pastry shop at cinnamon lobby offer. So do some of the members from European delegation visiting Sri Lanka whom I host there time to time love the place and drinks mixed by the bar. Hospitality is world-class just like the Kingsley the Pastry Chef here. I m dying to see one day he makes a Marshipan cake we eat in Swedenâ€”also plenty of cinnamon buns and Danishâ€”European way. Mangal is my favo so do Milan, Samith, Sandeepa who welcome with a smile one forgets the tiredness. They make one feels at home. The coffee lounge is one of the best in Colombo scene â€” price wise, quality snd taste wise I must say. Cinnamongrand is my kind of class- European and particularly Scandinavian.",positive,Food
I m frequently visit hotels for high tea but for me best high tea at cinnamon grand. Their high tea is full of varieties and selections. They have lovely music. Environment is superb for family also. I highly recommend cinnamon grand for high tea.,positive,accommodation
"food is really delicious and the staff members are very friendly kirthi and lakshita. we enjoyed the time, love the location, beautiful environment we are here for birthday celebration thank you for the good service",positive,"service ,food,staff "
"We had planned our mothers 90th birthday celebration at the Ivy Room at the Cinnamon Grand, Colombo Madhu was just EXCEPTIONAL! She accommodated our every need and request. At the onset of the planning, I had taken my ""almost to be"" 90 year old mother for the first face to face meeting with Madhu, and she listened very kindly, patiently and intently to my mother's suggestions and requests and fitted them all into the planning as well. She was extremely cooperative and helped fulfill and accommodate all our. We valued and appreciated her input. She treated this event as an emotional one, as it was my mother's 90th, and I guess that said, it is a MILESTONE event. We couldn't have made this celebration the success it was, without Madu's expertise, exceptional service, professionalism and above all the kindness and empathy she put in to helping us organise this function.
Supun, the supervisor in charge on the day of the celebration, was extraordinarily efficient, professional and gave us excellent service too. He accommodated many of our requests. We had many elderly guests who attended the fuction and we needed lots of last minute requirements for them, with adjustments in table arrangements etc. Supun and his team handled this for us with a smile on their face, pleasantly - without ever making us feel like we were troubling them. We appreciated this. Other requests, small glitches and technical matters with the music & the Audio visual, were taken care of very professionally. Supun took care of the elderly guests and my mother with a lot of kind respect. These are memories that will always stay with us.
Inoka, head of the pastry room, took our order for the structured cake. We gave her our own design which was quite complicated. She took it on, with much ease, skill & mastery. She was a very pleasant person to work with. The final outcome of the cake was better than the original design and the it was super delicious.
All in all, dear Madhu and Supun & his team, and Inoka, helped us achieve our end goal, which was to give our mother a lovely celebration and make her happy. I along with the rest of my family, highly COMMEND and thank them all.
",positive,"Staff,Service,Food"
"Excellent brunch buffet. I love the food quality and the varieties. Staff is friendly, exceptional service given by Miuru and Asmal. Highly recommended for brunch buffet at cinnamon grand. ...... Thank you",positive,"food ,staff "
cinnamon grand is always a good good choice to have dinner. We absolutely loved the experience and the great customer service given by Nissankar. We were well attended and the overall service quality was very good,positive,service
"The hotel is excellent, very quiet and, very nice lobby and comfortable. I strongly recommend it but it depends on the daily rate for each one choice. The staff are friendly, helpful and very welcoming.",positive,service
I came to cinnamon grand for Hightea for my anniversary and they one who answered the call for the reservation promised to give complimentary piece of cake with wording as happy anniversary which was not given and also price for Hightea is high canâ€™t be satisfied for what you pay and also I showed them that there were stains in the tea cup as well and also they didnâ€™t care much of us since may be we are locals but still for all we also pay and come to have high tea where we also looking for a good service and it was dissapointed and for vallet parking they charge where as other hotels provide free of service and any how it was soo disappointed and the items were too small not worth at all,negative,service
"Lakshitha , fabulous , wonderful experience. Rashmika , breakfast, very tasty. Highly recommend , breakfast and or lunch. Great service and highly attentive staff. Great atmosphere. Large variety of choices. Sri Lankan , Southern Indian and Western.",positive,"staff ,service ,food ,atmosphere "
"Cinnamon Grand is a superb hotel, with great facilities and very centrally located. The staff are great, and always helpful. Problems encountered are dealt with swiftly. On the whole, the food is excellent and varied. Rooms are immaculately clean. A great place to stay.",positive,"staff ,service ,food "
"My husband and I are currently staying at Cinnamon Grand and our stay is for 57 days. Therefore, I first thought of thanking the housekeeping staff, especially Priyanjith (Room boy) and Hasitha (Supervisor), for making our stay a comfortable one. I do not miss my own bedroom for a minute as they clean the room precisely the way I expected and always go an extra mile to make our stay comfortable. Sumudu and Harsha",positive,"room,service ,staff "
Two of us for dinner. The place was busy as usual. Excellent food and worth it for the price. Lolitha and Chamal were very helpful and attentive throughout and they gave us complimentary chocolates at the end. Highly recommend.,positive,"Food,service"
Had a lovely time as always. One of the best pubs in Colombo with a nice atmosphere where the kids can play while the adults relax. Reasonably priced booze and good pub food. Matilda is a lovely host and she looked after the kids and us at the same time. Keep up the good service.,positive,"service ,atmosphere "
"House keeping jagath,Ms niluka who giving very good service, very time looking what needs, excellent service very good guy. Buter prabath and upeksha are very help full . support to easy ways to my stay, thanks you extective floor guys keep it up",positive,service
Lovely place for an evening cup of coffee! The mutton wrap is a must try! Excellent services and clean. friendly staff especially Rameeshaâ€™s services every time we visit for a cuppa is fantastic! Definitely one of the best coffee spots in Colombo!,positive,service
"Coffee Stop @ Cinnamon Grand - great place to just wind down have a coffee admire the 'heighted ceilings' and just have a time of peace & quiet. Thanks to the friendly staff and service as well, especially Sanjeewa and Rameesha.",positive,"service ,staff "
"I enjoyed the stay, overall service was good. The food was delicious and I enjoyed every bit of it. Staff was very friendly and helpful. I will always recommend this place to my family and friends. Thanks for the amazing experience.",positive,"staff ,service ,food ,accommodation "
"Business trip - was well looked after - kudos to the team C Grand Will be there in future too, surely i shall recommend it to my friends When we travel we need friendly service as we miss home and one is sure to find in C Grand",Positive,"service,accomadtion"
"Our dinner was amazing with new varieties of food I would like give thanks to the whole team for an excellent service and for the lovely hospitality. We had a memorable dinner. @ Anuradha , kumar and Darshana",Positive,"Food,Service"
I was at the coffee shop with my friend and we enjoyed some lovely cake and coffee. I wanted to order some food from Noodles for take away and Rameesha who was at the coffee shop was very helpful and got the order delivered to our table. It was super convenient.,Positive,Food
"At Cheers Pub enjoying our all time favourite meals. Big thank you to Matilda who keeps the play area as clean and attractive as it did years ago. A place to relax and feel at home, away from the hustle and bustle of the Lobby and if we like, also to watch a kids video:)",Positive,"Food,accomadation"
"We stayed at the Cinnamon Grand during our visit to SriLanka. Their service was excellent. Special mention to Suresh, Chathura and team at house keeping for their excellent service. They for making our stay memorable.",Positive,Service-housekeeping
"Excellent service by the room service by Priyanjidh, Fazri and Hasitha. There wonderful, friendly service is much appreciated. Overall all the service staffs were very helpful any time we ask for help they go out of there way to help us.",Positive,"Service,staff"
Excellent Service. Especially the house keeping was well organized. Worthy to mention Suresh and Niluka did a fantastic job to ensure the rooms are in great condition. We look forward to visit Cinnamon again soon,Positive,"Service-housekeeping,room"
The food at the Lagoon restaurant again did not disappoint! Most restaurants have experienced a drop in quality during the Covid era but the Lagoon has defied this stereotype! The food was tasty as ever and the service was impeccable! Expect a very friendly attentive waitstaff at your disposal from the moment you walk in the door! Lalitha and Sanjeva took very good care of me! 5 stars!!,Positive,"Food,service,staff"
"This is the second time we came to London Grill and the service has been excellent. The food is great, the place gives a elegant and classy vibe and the staff is very friendly, accomadating and polite. Highly recommended for anyone who wishes to celebrate their special day.",Positive,"Accomadtion,service,staff"
The hotel itself is located at the heart of Colombo. Good location. Very good room service provided by Priyanjith. Very professional and friendly. Won't hesitate to recommend it to friends and colleagues.,positive,"location,service"
The food at the Lagoon was delicious. We enjoyed each dish. They have put time and effort in making each element perfect. The staff including Sajeewa attended to all our needs. Thank you for the great service!,positive,"Food,service,staff"
We had a great experience at the Lagoon restaurant. An excellent spread of a variety of fresh seafood. Our servers including Damith were very attentive and helped us to have a comfortable evening. I would like to extend my thanks to the team at Lagoon for preparing all the dishes with great skill and for enabling my family and I to have a peaceful dinner.,positive,"Food,service"
We celebrated our sisterâ€™s bday at lagoon. We appreciate the support given by mr. Damith and the staff. Food was super yummy. We really enjoyed our experience at lagoon at cinnamon grand. Weâ€™ll recommend all food lovers.,positive,Food
The Service was great and Highly appreciate the coordination.Everyone in here are very pleasant to all customers and it's really made our day.And the food was very tasty and we really enjoyed our evening here.Thank you for the excellent Service provide by every member in the team.,positive,"Service,food"
The vibe is good. Food was great with adequate portions. Service was good and the waiters were helpful and friendly. The sweets are a must have. Nice place for a family or friends outing. Totally worth the price,positive,"food ,service "
"Had a wonderful experience at Lagoon. The staff were very friendly and attentive. One of the best places to dine out if you are a seafood lover. And they were very helpful with our kids, as well. Loved the ambience and the staff. Batter fried prawns at the love cooking station was extremely delish.",positive,"Staff ,service "
"Fantastic service and lovely accommodations. Friendly and skillful Grand Cinnamon staff such as room caretaker Pradeep, who made sure my room was very clean and comfortable, make this a great place to lodge in Colombo.",positive,"service ,room ,accommodation "
"Cinnamon Grand is awesome as always. Very comfortable and goes beyond the expectations. Friendly service, staff is very responsive and helpful. Special thanks to Prayansith and Hasita for the comfort in the room",positive,"service ,staff "
Excellent service with friendly staff. We always patronize lobby bar due ambience of the place and hospitality of the staff. Specially Mangala who treat us well during his shift. We will continue to patronize lobby bar. Thank you Cinamon Grand.,positive,"service ,staff "
"Delicious food, great ambiance and excellent service. Came for a early dinner with my daughter on a Friday before a long weekend. Really enjoyed the dishes and the desserts. Highly recommend for a family get together",positive,"food ,service "
"Great food. Awesome drinks and tye most wonderful service as always. Been here a thousand times, and coming for plenty more. Be it friends, family or work... Cheers never disappoints and fails to bring out a cheer.",positive,"food ,service "
"Today I had the delight of coming to Cinnamon Grand with my family and relatives for High Tea. We were served spledidly by two sporting young fellows Sandeepa and Samotha, they were deft in their attention to detail and immaculate in their execution of duties from beginning to end. Moreover, I was warmly welcomed by a man just outside the jewelery at the stairs, who guided us on a impromptu tour of Cinammon Grand, showing us Nuga Village and the Lounge. Finally, one of the waiters Samitha, was kind enough to take a photo with us as well. Thank you Cinnamon Grand for your lovely service, we will definitely be back again soon...",positive,service
"Stayed here for 6 night. Amazing experience, very friendly staff, super accomodating. Especially want to appreciate Priyantha who always made sure my room is neat and clean. Highly highly recommended. Location is perfect. Close to the beach and all popular malls, restaurants, cafes etc.",positive,"staff ,accommodation "
"I stayed at the CG for five days. I have stayed at this hotel numerous times and have been familiar with it since it was called the Oberoi. This was my first visit after Covid. Things I loved: The Staff- always smiling and pleasant, eager to help The Pool - big pool, long enough for some laps to burn off some holiday weight, lots of seating deck chairs and tables. Safe kids area. The Pool Bar - good choice of drinks and snacks, relaxed ambience The Coffee Stop - lobby cafe, excellent coffee and snacks including ice cream. Plenty of seating. Staff will serve you at the table even though you place orders at the counter. Reception - Helpful and prompt, they donâ€™t keep you waiting, Yumna was particularly helpful. In Room Dining - generous food portions, delicious and delivered promptly.

The Ambiance- plenty of weddings and festivities going on making it a thriving lobby area

Restaurant and Bar Options - plenty on site

Things I’d like changed:

The bathroom - the renovation is nice but the ventilation is poor. It’s never dry and fresh smelling unless you leave the room air con on full blast and the bathroom door open overnight. Bathroom exhaust fan is ineffective. Also the shower door didn’t seal allowing the floor to get wet every time.

Hotel cars and airport transportation - nice new upscale cars and professional drivers but the price is far too high. USD 65 for airport transfer (an Uber would be 1/4 the price). I think if the prices were lowered significantly (I mean by at least 50%) they would get more use and these cars would be going 24/7 generating revenue. In previous stays years ago I only used hotel cars for all my transportation needs in Colombo as the prices were very reasonable. It’s not feasible now.",negative,bathroom
"Tenderloin was perfect. Service by Ranil was exceptional. All around great meal. The kids love the environment. The place is well maintained. All the food we ordered was excellent, and we definitely will be visiting again!",positive,food
"For the celebration of my wife's birthday, we had dinner at the Plates@cinnamon grand. The buffet was wonderful. Very tasty and had so many varieties. The birthday cake was delicious too. Absolutely we will be back. Thank you Sameera and Vishaka for your service.",positive,"service ,food"
"Wonderful service in the Executive Lounge, thankyou to all the staff there. Outstanding housekeeping from Gayan under supervision of Niluka. High quality and tasty food and beverages again with great service. Nothing was too difficult for any staff member at any time. I look forward to returning.",positive,"food,service "
Excellent food and caring service. I highly satisfied Mr Lohitha is doing a tremendous job. Your ambience is excellent. I rate the best for sea food in Sri Lanka. We always patronise with our families often because of the service and the quality. We hope you will sustain the standards forever.,positive,"food,service "
This was my second stay at Grand. Quality and standards maintained very well. Staff interactions were pleasant and friendly. Love to visit again and experience the hospitality and vibes of Grand again.,neutral,hospitality
"I came to the Cinnamon Grand Hotel for one of my friend's wedding. Room was very clean & comfortable. Food was Excellent. They have many variations of menus. Staff members were friendly and helpful. My special thanks to Chandana, Housekeeping manager. He is very friendly & helpful. Highly recommend this hotel.",positive,"food ,service ,staff "
"Amazing service done by mahesh ,Saminda and Thilina at breeze bar last time We ordered sesame chicken and mutton pizza done by chef Shehan superb Thank you manager at breeze bar well done team and we will back soon",positive,service
"Thank you so much for this lovely experience. We had this lovely bubble brunch at our favourite place at Plates at cinnamon Grand. This is our favourite place.. Thank you so much for taking care of us today. Dhananjaalee, Wasantha and Sameera! You made this a very special day for us. You reliy served us with international standard. We will come back. â™¥",positive,"atmosphere,staff"
"The entire staff at the Cinnamon Grand provided a wonderful and very professional experience. Upul, Tharaka, Salman, Prabath, and Dilan always showed lots of attention to detail and to my requests. I enjoyed using the Executive Lounge during happy hour and high tea, receiving breakfast in my room to start my work days, and taking in pool views at Plates during meals. The amenities at this hotel are also wonderfulâ€”I need more time to enjoy them all again.",positive,service
Today we had awesome food from cinnamon grand itâ€™s was really really amazing and wonderful experience that I ever had specially thanks for CG delivery team again and again thanks a lot deliver team the lady who was call Latishiya she was amazing very helpfull when placing my order,positive,food
Overall service is good. It was quite helpful as we could customise the platers . Food is fresh and nice. Specially appreciate the service of Milan. Music is lovely. Prefer if you all can have the high tea buffet so that anyone can enjoy what they like.,positive,"Service ,food "
Special thanks to Vishaka Vijini and Suren For being so attentive and making it a memorable Birthday dinner for my son and husband. Also to the girl at reservations who was so polite and took the details correctly.. Food is amazing and the desserts too! My kids thoroughly enjoyed! Well done guys!,positive,food
I come here very often as usual Sanjeewa is always hospitable and always with a smile. He always comes and makes sure everything is okay and always goes out of his way. Brilliant service. Thank you Sanjeewa.,positive,service
Lovely ambiance and good food. Please do serve ice coffee in a glass and not a bottle. Tea was excellent. Do start buffet high tea as it accommodates all tastes. Special thanks to Milan for excellent service.,positive,"service ,food "
Visited Noodles for the first time with my family to celebrate our parents' wedding anniversary. Chamath and I'm sorry couldn't get the names of the waitress and the tall waiter who served us were very kind and attentive and made our little 3 year old daughter feel home away from home by fulfilling her requirement with a kid's meal which she finished without a trace. We didn't have to follow up with the pre ordered cake as Chamath was well aware of it and served the anniversary cake to our parents as a surprise. Keep up the good work and people like you are the utmost importance for the hospitality industry. Noodles restaurant is THE place for a good Laksa soup. I'm glad that I visited Noodles as they serve very good far East Asian food with great quality. We will definitely visit Noodles quite often.,positive,service
Cinnamon Grand has always been a favourite spot and today I had a great time sipping a cocktail and listening a amazing live music. and want to mention Milan and others for their lovely service. Its one of my regular places for any time of the day.,positive,service
My daughters and my favorite restaurant in colombo The service we received from Chamath was exceptional We highly recommend this place for any event Also you should try there dumplings Itâ€™s out of this world,positive,service
We have had a fabulous time at Cheers club with my family (wife & 2 boys) Ms. Matilda has served a superb service to us. We recommend this place specially for a family where the kids club has awesome stuff for kids.,positive,service
Amazing job done by Ravindra taking care of a delivery order we requested. The food was lovely. We ordered a chicken Biriyani swan and it came with a complimentary dessert as well! We will definitely order again. Thank you and well done to the team.,positive,service
"Excellent stay at our favourite hotel in Colombo. Special thanks to the whole staff, including Sam and Priyal of the concierge team. Excellent support. Great to see team members Chamila, Hilmy and other long serving staff making us feel so welcome after many years since our last visit. Well done Cinnamon Grand !!",positive,staff
"I was a nice experience. Food was perfect we love it, Service was excellent. Mr. Damith helped us to choose the dishes and it was a really good combination. Overall great amazing food. Hot batter cuttlefish was amazing..",positive,"food ,service "
I went to celebrate my mother in lawâ€™s birthday and the staff was super helpful.Mr.Mangala was coordinating with us and is a very humble person.it was a very good experience.Food was very tasty and serving was fast.,positive,service
Had a great service and delicious food. Also friendly staff. Lakshitha helped us arranging the yummy surprises birthday cake too. This was a amazing experience mostly the sushi was tasty and they have a good variety of food. Peaceful location,positive,"service , food"
Beautiful and Nice. Excellent services. Pleasant environment. Rooms are very clean. palatable and tasty food. Variety of restaurants. Exceptional quality bars . External Environment is very attractive.,positive,"service ,room"
"Had a lovely evening. We were looking for a little pick me after a difficult day and this was just what the doctor ordered. Lovely food, amazing music (piano), wonderful staff and service. Would do this again!",positive,"service ,food,staff "
"Went to the International Buffet. The food never fails to amaze by taste buds. Imo, brunch does hit different on a cold Sunday morningðŸ˜‚ðŸ‘. Very friendly and reliable service who are willing to assist you in any way possible. Keep up the excellent service!ðŸ’¯",positive,"Food,service"
"Very pleasant 2 days stay. Clean room, delicious foods, especially Nugagama, wow that place is amazing. Definitely we will come back next time. Thanks to Dinushan (room service) for his wonderful service. Also the Plate restaurant, came down for the breakfast and the buffet is so good, that chocolate flavoured oatmeal in a little jar was absolutely mouthwatering. Chef Charith and Danishka from cold kitchen I think you guys doing your best to the hotel I wish you guys all the best. Thanks Cinnamon Grand Cheers Lalantha and Dilka â¤ï¸",positive,"room ,service "
"My family and i came here to celebrate my birthday and it was beyond our expectations. Everything was done to perfection, from the sequential food to the tranquilizing music played in the background. The food was unarguably one of the bests we ve had : from the presentation to the taste to the arrangement. The service too was inevitably appreciatable , with every server we'd was with a pleasant charisma and enthusiasm. We were given a finery of a cake at the end , to our surprise. Would recommend to all my peers.",neutral,accommodation
"Everything was in good standard , clean and well maintained, Excellent food. Menu is extensive and seasonal. The food is always fantastic and no matter what I order I am always delighted with my meal! Servers are also great and always efficient, happy and polite especially Chamath. Canâ€™t wait to return and wouldnâ€™t hesitate to recommend to anyone looking for somewhere to eat in.",positive,food
We came to have dinner at the London Grill.. The food was incredible!!!! And the service was even better!!! They took a lot of care and made sure we were very very happy! Their staff was incredibly polite and pleasant.. Their food was exquisite and we were left with just a really wonderful experience as a whole!,neutral,service
Excellent service! Awesome food and great ambiance with the perfect kinda vibe and music too! Thanks to Mahesh Dias and Arun for assisting us fast to all our orders. Highly recommending breeze to all! Always our go to hang out place is the middle of Colombo.,positive,"service ,food"
"Mr.Milan served us with friendly and care so nice of him they way he treated much appreciated and the savoury was ok but mostly enjoyed with coffeeâ€™s and deserts, also enjoyed the music and the sitting arranged",neutral,accommodation
"Excellent service by Cinnomon Grand Suresh from housekeeping,Thushara from London Grill the staff at the counters while checking in.They all made our stay super comfortable even the doormen. Excellent staff at the breakfast area as well.",positive,"staff,service"
"Tea Lounge Service was Excellent, The selection of the Mocktails and Cocktails were awesome, The waiter Milan was excellent,was very professional , pleasant and helpful too, The Music was out of this world ,I loved the group of the three boys .",positive,service
We have celebrated my birthday and they presented the cake with candles and played music while they wished me. Thank you for that. It was a pleasant experience . Milan was great with the manger Chaminda were great organizing the place with great ambience. The birthday was really fun.,positive,service
